,id,cell_id,cell_type,rank,pred
0,00d935da5f9b9f,8063a95c,code,0,0.0
1,015975c647a612,1fb772e5,markdown,0,0.4404296875
2,00b34b06ef2af7,f4f73179,markdown,0,0.4404296875
3,00b2da0925dbc1,025a016b,markdown,0,0.44091796875
4,015e25df878376,c534027c,markdown,0,0.44140625
5,01607a3b675f2f,c2a0ef2f,code,0,0.0
6,00afa073211049,18c196e9,markdown,0,0.44140625
7,0166fcdd72e0cf,251425b5,code,0,0.0
8,00acb6c7c6b1c2,36a8be81,code,0,0.0
9,00a497593abbf7,446156be,markdown,0,0.44287109375
10,0168ae184848d6,f24c4266,markdown,0,0.439208984375
11,00a421ffa1dbc6,9b312226,markdown,0,0.44091796875
12,01718471e58f92,52300871,markdown,0,0.440673828125
13,0173814a779c1c,41ab4650,code,0,0.0
14,00a25caa222523,b13f051f,markdown,0,0.443359375
15,0180145856ca13,e81ea3c7,markdown,0,0.44091796875
16,009f616d861560,efbe8d95,markdown,0,0.441650390625
17,01881fdc2b62ee,b5c414e4,markdown,0,0.441162109375
18,009a19d10fba97,1044c033,markdown,0,0.44189453125
19,0192bc2a6169e4,e1c4df51,markdown,0,0.440673828125
20,009543f8c0f393,14999664,markdown,0,0.440185546875
21,019732cdd429be,b8177a4e,code,0,0.0
22,009101141e66b1,a0e6f8df,markdown,0,0.440673828125
23,0198a23f25756c,467959c4,code,0,0.0
24,008ff20e49d7c6,b69ea6b2,markdown,0,0.44189453125
25,0088cd0b45e666,d049630d,markdown,0,0.440185546875
26,0157465ff98bb9,78f3f18f,markdown,0,0.44189453125
27,00181d9eb98d2c,7e644272,markdown,0,0.440673828125
28,00b560f83eab7e,5c993a8f,markdown,0,0.442626953125
29,00b5d503665c8f,d5e2ff72,markdown,0,0.442626953125
30,00ff816a74ca50,c5688166,code,0,0.0
31,00fd54dd15354d,07098f14,markdown,0,0.441162109375
32,010b2f19804aed,59909657,markdown,0,0.44189453125
33,010dce993386a3,ba138e3f,markdown,0,0.43994140625
34,010f732c9d1d52,b65d8330,code,0,0.0
35,00fd0250fd0cae,14a4da61,code,0,0.0
36,00fc8fe3f3daee,655aa141,markdown,0,0.439208984375
37,01167aecd18020,a1963133,markdown,0,0.44189453125
38,00ddde9fff3d4a,05b9bd2d,markdown,0,0.440185546875
39,011a0909091c88,0dfbb706,markdown,0,0.44091796875
40,00cb2f0555fe2b,9f9f65d4,markdown,0,0.441162109375
41,00116ebc2a301c,664c5fe6,markdown,0,0.44091796875
42,019d0065f62b93,39ea651e,markdown,0,0.441650390625
43,011a0a4bb17236,7e4ee7fa,markdown,0,0.441650390625
44,012d13aef088f5,2d433266,code,0,0.0
45,00c6033591c4db,5b4d7318,markdown,0,0.4404296875
46,00c458fde93dfc,f69724a3,code,0,0.0
47,013200bd4390ad,83bf3eb2,markdown,0,0.441162109375
48,00c0a05d5650e3,daeb83aa,markdown,0,0.443115234375
49,013bd1a1a3c83f,98634747,code,0,0.0
50,0150cc71d7fdac,12c2be6e,code,0,0.0
51,00bde10ee58c1f,5ef6c342,code,0,0.0
52,0010adf10cf27c,8c6f2c2e,code,0,0.0
53,00ba07271aa52e,f945af52,markdown,0,0.44189453125
54,0154a45be57913,a1c34908,code,0,0.0
55,000c0a9b2fef4d,0f08a082,markdown,0,0.443115234375
56,012ad44a4b29ea,92225e56,code,0,0.0
57,019dba2f01a606,714c1767,code,0,0.0
58,018e6d9af63613,73184a98,markdown,0,0.440673828125
59,01c9482c461995,52de2fee,code,0,0.0
60,00662a6b56784f,02708760,code,0,0.0
61,01c34d03a9cf69,0ba57944,code,0,0.0
62,00642452f16a72,43eb8565,markdown,0,0.442138671875
63,007d658b80b78b,6a52445b,markdown,0,0.441650390625
64,005a1cca43e6a0,656580e0,markdown,0,0.44140625
65,002513bfd8c110,662388cd,markdown,0,0.441650390625
66,002ac47e6a9adb,8f99573a,code,0,0.0
67,005a0b5efe318c,2aeaa963,markdown,0,0.4384765625
68,01c9e400efe3a8,5f83f334,markdown,0,0.444091796875
69,01d2a001fd969b,7cbd2650,markdown,0,0.43994140625
70,01d31438ffd9d9,c2a9e72e,code,0,0.0
71,0053efd2642b5c,486b3f00,code,0,0.0
72,0053ad7d91e76b,7ecbf6a9,markdown,0,0.44091796875
73,01d8501a4d81b4,e38f190b,code,0,0.0
74,01d8f7abd46745,e112012e,markdown,0,0.44140625
75,0053491c57c957,57a8e95b,code,0,0.0
76,01da701d1336ce,1e43eb63,code,0,0.0
77,004e586c02cc09,db056ce5,markdown,0,0.441162109375
78,0037612f0f2927,75fe440d,markdown,0,0.44189453125
79,01dcdf2eb82c18,ebe6ce06,markdown,0,0.440673828125
80,01dd93c58a301b,ac673307,code,0,0.0
81,0032fd9f1b33ef,78014fe4,code,0,0.0
82,0031bd3a5f3193,4845630e,code,0,0.0
83,002d93ddca8c5d,0ac314cc,markdown,0,0.441650390625
84,01de9dbee3ed76,b4a7996a,markdown,0,0.44287109375
85,01c1d34c656570,4f1ed73c,code,0,0.0
86,000b8e6d58544b,2e2ac098,markdown,0,0.442138671875
87,0107000f9cba80,2b381092,code,0,0.0
88,01b7defedc590b,46db5289,code,0,0.0
89,00679da146d163,c8f32958,markdown,0,0.442138671875
90,01ac7f9619219e,c5cbd192,code,0,0.0
91,001b382f2f0177,841340f5,markdown,0,0.44287109375
92,0067373bea332b,0153dc8f,markdown,0,0.441162109375
93,0070a705c00746,e028f416,markdown,0,0.441650390625
94,001c899e8b3956,b0afe950,markdown,0,0.440673828125
95,01c0e292c4552a,be1c4ddf,markdown,0,0.440185546875
96,01a9c51be41324,a9617a5c,code,0,0.0
97,01b11f3043ef64,19ece150,markdown,0,0.441162109375
98,00720d76037b24,ade335db,markdown,0,0.443359375
99,01b1cef9c962fa,cb15b70c,markdown,0,0.44140625
100,00c6033591c4db,615eb522,markdown,1,0.4404296875
101,00cb2f0555fe2b,73b05b3f,markdown,1,0.441162109375
102,009101141e66b1,57e45126,code,1,0.07142857142857142
103,0070a705c00746,344f2f94,markdown,1,0.441650390625
104,004e586c02cc09,654b088b,markdown,1,0.441162109375
105,00720d76037b24,902f83f7,code,1,0.0136986301369863
106,001c899e8b3956,bc444d39,code,1,0.06666666666666667
107,00662a6b56784f,94452837,markdown,1,0.443603515625
108,0037612f0f2927,d50e0f77,code,1,0.02040816326530612
109,0053491c57c957,0b34be15,code,1,0.015384615384615385
110,00ddde9fff3d4a,4b0c6652,markdown,1,0.443359375
111,0032fd9f1b33ef,ea19bd2d,code,1,0.0136986301369863
112,00fc8fe3f3daee,f0e1eacc,markdown,1,0.439208984375
113,008ff20e49d7c6,5fdb28de,code,1,0.03125
114,00fd0250fd0cae,ca4b0beb,markdown,1,0.44140625
115,00fd54dd15354d,ee6d1f91,code,1,0.02702702702702703
116,0031bd3a5f3193,5fd53d63,code,1,0.043478260869565216
117,0088cd0b45e666,5b4bb2e8,code,1,0.5
118,00116ebc2a301c,db679b20,code,1,0.045454545454545456
119,00d935da5f9b9f,40c0955a,code,1,0.045454545454545456
120,00c458fde93dfc,58476813,code,1,0.041666666666666664
121,00ff816a74ca50,98bc557f,markdown,1,0.44091796875
122,009543f8c0f393,85276f35,markdown,1,0.440185546875
123,00a497593abbf7,afd71c80,markdown,1,0.44287109375
124,00acb6c7c6b1c2,f0671b7c,code,1,0.02127659574468085
125,00afa073211049,5c35d317,code,1,0.03225806451612903
126,002513bfd8c110,9768f009,code,1,0.1111111111111111
127,00b2da0925dbc1,9608b6c2,code,1,0.05555555555555555
128,0067373bea332b,345ba18a,markdown,1,0.441162109375
129,00a421ffa1dbc6,e02757a3,markdown,1,0.44091796875
130,00642452f16a72,fa534cc7,markdown,1,0.442138671875
131,005a1cca43e6a0,244c281f,markdown,1,0.44140625
132,00b34b06ef2af7,1272fe26,markdown,1,0.4404296875
133,00181d9eb98d2c,864238e0,markdown,1,0.440673828125
134,00b560f83eab7e,aa3a8ca5,markdown,1,0.442626953125
135,001b382f2f0177,07b7b3a8,code,1,0.037037037037037035
136,00a25caa222523,893a2136,code,1,0.02857142857142857
137,00b5d503665c8f,b32a1731,code,1,0.007142857142857143
138,009f616d861560,7043b4dd,markdown,1,0.441650390625
139,00ba07271aa52e,4d3cbc03,code,1,0.0625
140,005a0b5efe318c,2993372a,markdown,1,0.4384765625
141,0053efd2642b5c,8c71b19d,code,1,0.024390243902439025
142,00679da146d163,dd84a6ec,markdown,1,0.442138671875
143,00bde10ee58c1f,b81ded66,code,1,0.047619047619047616
144,00c0a05d5650e3,63a9860c,markdown,1,0.443603515625
145,009a19d10fba97,b5ba8022,code,1,0.03333333333333333
146,0053ad7d91e76b,3dd5e89a,code,1,0.05555555555555555
147,007d658b80b78b,337b3dbe,markdown,1,0.441650390625
148,010b2f19804aed,8941a5f0,code,1,0.02857142857142857
149,002ac47e6a9adb,927fd2a8,markdown,1,0.442138671875
150,01d31438ffd9d9,16c45787,code,1,0.0196078431372549
151,01d2a001fd969b,846a399d,markdown,1,0.44287109375
152,0154a45be57913,0cbff80e,markdown,1,0.440673828125
153,0157465ff98bb9,14f7d18a,code,1,0.05
154,000c0a9b2fef4d,fc3c6029,markdown,1,0.443115234375
155,019dba2f01a606,3f1ef0aa,code,1,0.05263157894736842
156,01c9e400efe3a8,3ff9122b,code,1,0.015151515151515152
157,01c9482c461995,7d208238,markdown,1,0.43994140625
158,015e25df878376,48e02a46,markdown,1,0.44140625
159,01607a3b675f2f,9fe60b23,code,1,0.03225806451612903
160,000b8e6d58544b,8d9993e9,markdown,1,0.442138671875
161,01c34d03a9cf69,099eef57,code,1,0.05
162,0166fcdd72e0cf,c351926a,markdown,1,0.441162109375
163,01c1d34c656570,e0adb96b,markdown,1,0.4404296875
164,0168ae184848d6,4fdcebc4,markdown,1,0.439208984375
165,01718471e58f92,642da237,markdown,1,0.440673828125
166,01c0e292c4552a,36bba089,markdown,1,0.440185546875
167,0173814a779c1c,a3b1a3df,markdown,1,0.441650390625
168,0180145856ca13,5a94501c,code,1,0.041666666666666664
169,01b7defedc590b,ee1897e9,code,1,0.008403361344537815
170,01881fdc2b62ee,854b5f5a,code,1,0.03571428571428571
171,018e6d9af63613,ba56f43a,code,1,0.038461538461538464
172,01b1cef9c962fa,932b6a92,code,1,0.07692307692307693
173,01b11f3043ef64,81154d24,code,1,0.041666666666666664
174,0192bc2a6169e4,28c0f64f,markdown,1,0.440673828125
175,019732cdd429be,c280e477,code,1,0.025
176,0198a23f25756c,83018df8,markdown,1,0.44091796875
177,01ac7f9619219e,dcf90f75,code,1,0.01818181818181818
178,019d0065f62b93,be2637f6,code,1,0.05263157894736842
179,0150cc71d7fdac,0d4e89a3,code,1,0.03333333333333333
180,0010adf10cf27c,7e1a3f88,code,1,0.02631578947368421
181,015975c647a612,1c6a1957,code,1,0.05
182,01a9c51be41324,eea91bf7,code,1,0.03125
183,01dcdf2eb82c18,6e3c8ceb,markdown,1,0.440673828125
184,011a0909091c88,4e71054c,code,1,0.03225806451612903
185,01167aecd18020,a4f63c33,markdown,1,0.44189453125
186,010f732c9d1d52,0faeea89,markdown,1,0.44140625
187,01da701d1336ce,69ade119,markdown,1,0.44091796875
188,011a0a4bb17236,f7a122ca,markdown,1,0.441650390625
189,012ad44a4b29ea,ee3234e4,code,1,0.011235955056179775
190,010dce993386a3,7af5406f,markdown,1,0.43994140625
191,01de9dbee3ed76,ad206af3,markdown,1,0.44287109375
192,01d8f7abd46745,4da42153,markdown,1,0.44140625
193,01dd93c58a301b,0a0ebbef,code,1,0.034482758620689655
194,01d8501a4d81b4,e6548120,code,1,0.024390243902439025
195,012d13aef088f5,b209d2bb,markdown,1,0.4423828125
196,013bd1a1a3c83f,b51e2628,markdown,1,0.4404296875
197,0107000f9cba80,8d0627a4,markdown,1,0.440185546875
198,013200bd4390ad,d5171d94,markdown,1,0.441162109375
199,002d93ddca8c5d,b6afdfdb,code,1,0.024390243902439025
200,01a9c51be41324,c84073a3,code,2,0.0625
201,0067373bea332b,9768fa16,markdown,2,0.441162109375
202,01b1cef9c962fa,e1588002,code,2,0.15384615384615385
203,0070a705c00746,23f3835e,markdown,2,0.441650390625
204,00720d76037b24,a78366d6,markdown,2,0.443359375
205,01dd93c58a301b,79f2a7d6,markdown,2,0.44140625
206,00679da146d163,7e17f7c1,markdown,2,0.442138671875
207,01b11f3043ef64,aab4321b,markdown,2,0.441162109375
208,01b7defedc590b,748b4d03,code,2,0.01680672268907563
209,01de9dbee3ed76,14935f21,markdown,2,0.44287109375
210,002d93ddca8c5d,d8352a91,markdown,2,0.441650390625
211,01ac7f9619219e,8d1739ff,code,2,0.03636363636363636
212,0031bd3a5f3193,7656e6b4,code,2,0.08695652173913043
213,01d31438ffd9d9,2ab5b03e,code,2,0.0392156862745098
214,0032fd9f1b33ef,0bfc8ba4,code,2,0.0273972602739726
215,0053efd2642b5c,f081334a,code,2,0.04878048780487805
216,01d2a001fd969b,3ab03ce1,code,2,0.019417475728155338
217,0053491c57c957,bede0761,code,2,0.03076923076923077
218,005a0b5efe318c,20bfc5dd,markdown,2,0.4384765625
219,01d8501a4d81b4,3c7c89d0,code,2,0.04878048780487805
220,01c9e400efe3a8,bd04f20b,code,2,0.030303030303030304
221,01d8f7abd46745,ee4acf61,markdown,2,0.44140625
222,01c9482c461995,d8c7f8fb,markdown,2,0.43994140625
223,005a1cca43e6a0,60d6ed46,markdown,2,0.44140625
224,004e586c02cc09,3a53d863,markdown,2,0.441162109375
225,01da701d1336ce,e667e694,code,2,0.08333333333333333
226,01c34d03a9cf69,961b9321,code,2,0.1
227,00642452f16a72,bc5b8ac2,code,2,0.044444444444444446
228,0037612f0f2927,04add78f,markdown,2,0.44189453125
229,01dcdf2eb82c18,74e1f081,code,2,0.06451612903225806
230,01c1d34c656570,3037a83f,code,2,0.2857142857142857
231,0053ad7d91e76b,7410c6f6,markdown,2,0.44091796875
232,01c0e292c4552a,c3e9ff37,markdown,2,0.440185546875
233,00662a6b56784f,b3ff8033,code,2,0.044444444444444446
234,00ff816a74ca50,3d949e67,code,2,0.13333333333333333
235,019dba2f01a606,d4ef281f,code,2,0.10526315789473684
236,00b5d503665c8f,669c078d,markdown,2,0.442138671875
237,0154a45be57913,3233de20,markdown,2,0.440673828125
238,0150cc71d7fdac,27dd7902,markdown,2,0.441650390625
239,00ba07271aa52e,90cbf1a3,code,2,0.125
240,013bd1a1a3c83f,c880037d,markdown,2,0.4404296875
241,00bde10ee58c1f,32515342,markdown,2,0.4404296875
242,00c0a05d5650e3,2ea64444,code,2,0.02
243,013200bd4390ad,630303d4,markdown,2,0.441162109375
244,00c458fde93dfc,8f552382,markdown,2,0.44189453125
245,012d13aef088f5,ba936afe,code,2,0.06896551724137931
246,00c6033591c4db,e199004d,markdown,2,0.4404296875
247,0157465ff98bb9,1ab2b524,markdown,2,0.44189453125
248,012ad44a4b29ea,33cab580,code,2,0.02247191011235955
249,011a0a4bb17236,7393e734,markdown,2,0.441650390625
250,011a0909091c88,0d0044f6,code,2,0.06451612903225806
251,00d935da5f9b9f,6b913565,markdown,2,0.442138671875
252,00ddde9fff3d4a,0262e028,code,2,0.02564102564102564
253,01167aecd18020,4e0e85a3,markdown,2,0.44189453125
254,00fc8fe3f3daee,c6778546,code,2,0.024390243902439025
255,010f732c9d1d52,d6a755eb,code,2,0.1111111111111111
256,00fd0250fd0cae,1a68c7d5,code,2,0.0625
257,010dce993386a3,6682f124,markdown,2,0.43994140625
258,00fd54dd15354d,7394609b,code,2,0.05405405405405406
259,010b2f19804aed,72110c37,code,2,0.05714285714285714
260,00cb2f0555fe2b,f947c9f3,markdown,2,0.441162109375
261,007d658b80b78b,7850a8b9,code,2,0.03773584905660377
262,00b560f83eab7e,db4acede,code,2,0.023809523809523808
263,015e25df878376,ea42329a,code,2,0.08333333333333333
264,019d0065f62b93,a0c97f8b,code,2,0.10526315789473684
265,0198a23f25756c,3f922a52,markdown,2,0.44091796875
266,008ff20e49d7c6,f7b16686,code,2,0.0625
267,019732cdd429be,b2b6b1cd,code,2,0.05
268,009101141e66b1,9a4c0c93,code,2,0.14285714285714285
269,0192bc2a6169e4,e1b290d4,code,2,0.09090909090909091
270,009543f8c0f393,098906b7,markdown,2,0.440185546875
271,018e6d9af63613,38179e71,markdown,2,0.440673828125
272,0107000f9cba80,e82f649e,code,2,0.18181818181818182
273,009f616d861560,eb14f198,code,2,0.03389830508474576
274,01881fdc2b62ee,91b1d93c,code,2,0.07142857142857142
275,015975c647a612,729c5eb8,markdown,2,0.4404296875
276,0180145856ca13,29ea8454,markdown,2,0.44091796875
277,00a421ffa1dbc6,1db86801,code,2,0.07407407407407407
278,0173814a779c1c,c81fe648,code,2,0.03508771929824561
279,00a497593abbf7,b025335a,code,2,0.045454545454545456
280,01718471e58f92,3581eb7f,code,2,0.08
281,0168ae184848d6,74844680,code,2,0.024691358024691357
282,00acb6c7c6b1c2,f5d22eff,markdown,2,0.44189453125
283,0166fcdd72e0cf,05aa7b43,markdown,2,0.441162109375
284,00afa073211049,203e7108,markdown,2,0.44140625
285,01607a3b675f2f,655c979a,markdown,2,0.44189453125
286,00b2da0925dbc1,6f0a2c85,markdown,2,0.44091796875
287,00b34b06ef2af7,0ca249cb,code,2,0.2222222222222222
288,00a25caa222523,f9765657,code,2,0.05714285714285714
289,009a19d10fba97,1ea9f7d1,markdown,2,0.44189453125
290,000b8e6d58544b,7b0aa087,code,2,0.047619047619047616
291,002ac47e6a9adb,0531f435,code,2,0.05263157894736842
292,0010adf10cf27c,6f72aacb,markdown,2,0.44189453125
293,00116ebc2a301c,b3f88df9,code,2,0.09090909090909091
294,001c899e8b3956,6dfe5163,code,2,0.13333333333333333
295,00181d9eb98d2c,56159531,markdown,2,0.440673828125
296,001b382f2f0177,9f03cd0d,code,2,0.07407407407407407
297,002513bfd8c110,13181dfd,code,2,0.2222222222222222
298,000c0a9b2fef4d,1087237d,code,2,0.02857142857142857
299,00fd54dd15354d,28f61704,markdown,3,0.44091796875
300,00a421ffa1dbc6,619fab3e,code,3,0.1111111111111111
301,01c0e292c4552a,32e9100a,markdown,3,0.440185546875
302,00ff816a74ca50,b5ddadb4,code,3,0.2
303,00a497593abbf7,386adfd5,code,3,0.06818181818181818
304,01da701d1336ce,54c7c6a6,code,3,0.125
305,01c34d03a9cf69,4476131c,code,3,0.15
306,001b382f2f0177,5e5b8c61,code,3,0.1111111111111111
307,0037612f0f2927,d13371cc,code,3,0.061224489795918366
308,012d13aef088f5,ff51ee85,code,3,0.10344827586206896
309,005a1cca43e6a0,d67e2e18,code,3,0.046875
310,01c1d34c656570,9e8dc914,markdown,3,0.4404296875
311,00ba07271aa52e,16ffa694,code,3,0.1875
312,00c6033591c4db,866a63f2,code,3,0.06818181818181818
313,00fd0250fd0cae,4c79df15,markdown,3,0.44140625
314,00cb2f0555fe2b,8c06ec03,code,3,0.05555555555555555
315,009f616d861560,7fba9d13,code,3,0.05084745762711865
316,012ad44a4b29ea,e1208a07,code,3,0.033707865168539325
317,010b2f19804aed,2bb2cc74,code,3,0.08571428571428572
318,0107000f9cba80,82a44b16,markdown,3,0.440185546875
319,0180145856ca13,efca66ae,code,3,0.125
320,00c0a05d5650e3,47d7c81e,code,3,0.03
321,000c0a9b2fef4d,d76d8be7,markdown,3,0.443115234375
322,00662a6b56784f,abbb05ed,code,3,0.06666666666666667
323,000b8e6d58544b,ccccc589,code,3,0.07142857142857142
324,002513bfd8c110,dfdfa001,code,3,0.3333333333333333
325,0166fcdd72e0cf,88ce8dad,markdown,3,0.441162109375
326,00bde10ee58c1f,0b21b16f,markdown,3,0.4404296875
327,00a25caa222523,42e870a4,code,3,0.08571428571428572
328,019732cdd429be,010b1cfe,code,3,0.075
329,00642452f16a72,c64e9698,code,3,0.06666666666666667
330,015e25df878376,eb4b3f41,code,3,0.125
331,015975c647a612,88f5e886,code,3,0.15
332,0157465ff98bb9,effc7e89,code,3,0.15
333,009a19d10fba97,b47211d5,code,3,0.1
334,013bd1a1a3c83f,8555791c,code,3,0.1875
335,00116ebc2a301c,46d6f9e2,markdown,3,0.44091796875
336,00ddde9fff3d4a,fc8a94ad,code,3,0.038461538461538464
337,0173814a779c1c,86c77a95,markdown,3,0.441650390625
338,00b34b06ef2af7,66266394,markdown,3,0.4404296875
339,0154a45be57913,cd788e71,code,3,0.08571428571428572
340,0053efd2642b5c,c24f012f,code,3,0.07317073170731707
341,0150cc71d7fdac,329054c9,markdown,3,0.441650390625
342,00b5d503665c8f,6c0c3e33,code,3,0.02142857142857143
343,01d2a001fd969b,5e8e7a4b,code,3,0.02912621359223301
344,0053ad7d91e76b,54668369,code,3,0.16666666666666666
345,01de9dbee3ed76,423cf726,code,3,0.046875
346,0168ae184848d6,57fba228,markdown,3,0.443115234375
347,0010adf10cf27c,30d8f4eb,code,3,0.07894736842105263
348,01b11f3043ef64,eb6cff36,code,3,0.125
